ID	Zip	Age	Sex	Helsinki should be an example of reducing carbon dioxide emissions	Local wind power should be produced in Helsinki	Construction of wind turbines would have a positive impact on Helsinki's image.	Construction of wind turbines would have a positive impact on the landscape of Helsinki's.	How often do you spend your free time on the shores of Helsinki?	How often do you spend your free time at the waters of Helsinki?	What do you feel if wind turbines would be visible to sea lanes that approach Helsinki?	What do you feel if wind turbines could be seen from the ramparts of Suomenlinna?	What do you feel if wind turbines would be built at the port and power plant areas of Helsinki?	What do you feel if wind turbines would be built on the landfills (Malminkartano tai vuosaari) of Helsinki?	What do you feel if wind turbines would be built at the outer territorial waters (8-10 km from the coastline) of Helsinki?	What do you feel if wind turbines would be built at the inner archipelago (4-5 km from coastline) of Helsinki?	What do you feel if wind turbines would be built at shores (1-2 km from coastline) of Helsinki?	I would like to influence the placement of wind turbines in Helsinki	I would like to buy local wind power in Helsinki, even if cheaper electricity would be available from elsewhere	I would like to participate in the construction of wind power as an investor (eg funds, shareholdings).
1402	ZIP_00500	40	x	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1403	ZIP_00581	27	n	-2	-2	-2	-2	0	0	-2	-2	-2	-2	1	-1	-2	-2	-2	-2
1404	ZIP_06400	52	m	2	2	2	1	0	1	2	2	2	1	1	2	2	-1	-1	1
1405	ZIP_00200	38	m	-1	-2	-1	-1	3	1	0	-1	-1	-1	-1	-2	-2	2	-2	-2
1406	ZIP_00160	67	m	-1	2	2	2	4	4	2	2	2	2	2	2	2	2	2	-2
1407	ZIP_00620	44	m	-2	-2	-2	-2	2	0	-2	-2	-2	-2	-1	-1	-1	2	-2	-2
1408	ZIP_00270	73	m	-1	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	1	-2	-2
1409	ZIP_33560	55	m	2	2	2	2	1	0	2	2	2	2	2	2	2	2	0	0
1410	ZIP_00220	30	m	2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1411	ZIP_00530	35	m	-1	-1	-1	-2	4	2	1	0	1	0	1	0	0	1	-2	1
1412	ZIP_00140	57	n	2	2	2	2	4	1	2	1	2	1	2	2	1	1	2	1
1413	ZIP_00320	42	m	2	2	2	2	3	2	2	-2	2	-1	1	-1	-1	2	2	1
1414	ZIP_00530	37	m	2	2	2	2	3	2	2	-2	2	-2	-2	-2	2	2	2	2
1415	ZIP_00101	45	m	1	2	2	2	0	0	2	2	2	2	2	2	2	2	-2	-2
1416	ZIP_00380	41	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2
1417	ZIP_00740	52	m	2	2	2	2	1	0	2	2	2	2	2	2	2	1	-2	-2
1418	ZIP_00560	24	m	2	2	2	2	4	1	2	2	2	2	2	2	2	1	2	1
1419	ZIP_00100	40	m	2	2	2	2	4	2	2	2	1	2	1	2	2	2	2	-1
1420	ZIP_00370	70	m	0	2	2	1	2	1	2	2	2	2	1	1	1	2	0	0
1421	ZIP_00510	28	n	2	0	2	0	2	1	1	0	2	2	2	1	-2	-1	0	1
1422	ZIP_01600	56	m	-1	-2	-1	-2	4	1	-1	-2	1	-1	-2	-2	-2	0	1	-2
1423	ZIP_00990	56	m	2	2	2	2	4	1	2	2	2	2	2	1	1	2	2	2
1424	ZIP_00350	32	m	2	2	0	2	3	1	2	2	-1	-1	-2	2	2	2	2	-1
1425	ZIP_00980	28	m	-2	-2	-2	-2	4	3	-2	-2	-2	-1	-2	-2	-2	2	-2	-2
1426	ZIP_20700	28	m	2	2	2	1	2	1	2	2	2	2	-2	-1	2	-1	2	2
1427	ZIP_00690	61	m	-1	-2	-2	-1	2	2	-1	-2	-2	-2	-1	-2	-2	1	-2	-2
1428	ZIP_00560	24	m	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2
1429	ZIP_00160	42	m	-1	-1	-1	-1	4	2	1	-2	0	2	1	-2	-2	2	0	0
1430	ZIP_00950	21	m	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
1431	ZIP_00700	34	m	2	2	2	2	3	1	2	2	2	0	2	2	2	0	2	1
1432	ZIP_00660	53	m	1	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1433	ZIP_00200	67	m	-1	-2	-1	-2	4	1	-1	-1	-1	-1	-1	-2	-2	2	-2	-2
1434	ZIP_05400	38	m	-1	2	0	-2	2	2	0	-2	1	0	-2	-2	-2	1	-2	-1
1435	ZIP_00150	29	n	2	2	2	2	4	4	2	2	-1	-2	-2	-2	-2	2	2	2
1436	ZIP_00100	23	m	2	1	2	0	4	1	1	-1	2	2	1	1	-1	1	1	-1
1437	ZIP_00510	27	m	2	2	2	2	4	4	2	2	-2	-2	-2	-2	-2	2	-2	-2
1438	ZIP_00550	40	m	2	1	2	1	2	1	1	-2	-1	1	1	-1	1	1	1	-1
1439	ZIP_00530	47	m	-2	-2	-2	-2	3	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1440	ZIP_00150	33	m	2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1441	ZIP_00100	36	m	2	2	2	2	4	4	2	2	2	2	2	2	2	2	2	2
1442	ZIP_20100	37	m	2	2	1	-1	1	1	1	1	1	2	2	2	2	2	-2	-2
1443	ZIP_00120	45	n	2	2	2	2	4	2	2	2	2	2	-2	2	2	2	2	2
1444	ZIP_00100	49	m	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	-2
1445	ZIP_00150	48	m	2	2	2	2	0	0	2	2	2	2	0	-2	-2	2	2	-1
1446	ZIP_00340	29	n	-2	-2	-2	-2	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1447	ZIP_00340	29	n	-2	-2	-2	-2	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1448	ZIP_00340	29	n	-2	-2	-2	-2	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1449	ZIP_00530	36	m	2	2	2	2	4	3	2	2	2	2	2	2	2	2	1	-2
1450	ZIP_03100	47	m	-1	1	1	-1	1	0	1	0	1	1	1	1	-1	-1	1	-1
1451	ZIP_00200	43	n	0	0	0	-2	4	0	-1	-2	0	0	0	-2	-2	2	-2	0
1452	ZIP_57130	29	n	2	2	2	2	0	0	2	2	2	2	2	2	2	2	-2	-2
1453	ZIP_00860	52	m	-2	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1454	ZIP_00860	47	m	2	2	1	-1	3	3	1	1	2	2	-1	-1	-1	2	1	1
1455	ZIP_00100	29	m	2	2	2	2	4	4	2	2	2	2	2	2	2	-2	2	2
1456	ZIP_90500	25	m	2	2	2	1	1	0	2	2	2	2	2	2	2	-2	-2	-2
1457	ZIP_90570	23	m	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1
1458	ZIP_02600	35	m	2	2	2	1	2	1	2	-1	2	2	2	2	1	1	1	1
1459	ZIP_00100	22	m	2	2	1	1	1	1	2	-1	1	-1	-1	-1	1	2	2	2
1460	ZIP_00250	25	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2
1461	ZIP_00150	51	m	-2	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	1	-2	-2
1462	ZIP_00740	29	m	2	2	2	-1	2	0	2	-2	-1	-2	2	1	-2	2	-1	1
1463	ZIP_23400	48	m	1	2	2	2	1	0	2	1	1	2	1	2	1	-1	1	-1
1464	ZIP_00530	47	n	1	2	-2	-2	0	0	2	2	2	2	2	2	2	2	-2	-2
1465	ZIP_00100	50	m	2	2	2	2	4	4	2	2	2	2	2	2	2	2	2	2
1466	ZIP_00560	21	m	1	0	2	-2	4	1	0	-1	1	2	2	2	1	0	0	-1
1467	ZIP_33710	24	m	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0
1468	ZIP_00250	35	m	-2	-1	-2	1	3	1	1	1	2	2	2	2	1	-2	-2	-2
1469	ZIP_00180	36	m	2	2	2	2	3	1	2	2	2	2	2	2	2	1	1	0
1470	ZIP_00810	35	n	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1471	ZIP_00730	41	m	-2	-2	-2	-2	3	1	-2	-2	-1	-2	-1	-1	-2	2	-2	-2
1472	ZIP_00750	27	m	2	1	2	-1	3	1	1	0	2	2	2	0	0	-1	-1	-1
1473	ZIP_00600	18	m	2	2	2	-1	0	0	2	-1	2	2	2	2	2	1	-1	-2
1474	ZIP_00140	25	n	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1475	ZIP_66666	120	m	-2	-2	-2	-2	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1476	ZIP_00160	44	m	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1477	ZIP_00100	26	m	-2	-2	-2	-2	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
1478	ZIP_00100	30	m	-1	-1	-2	-2	1	1	-1	-2	1	-2	2	-2	-2	2	-2	-2
1479	ZIP_00620	47	n	1	1	2	2	0	0	1	-1	1	2	2	2	1	1	-1	-2
1480	ZIP_00610	36	m	1	-1	-1	1	1	1	1	1	1	1	2	2	1	-1	0	0
1481	ZIP_00750	30	m	2	2	2	2	4	4	-2	-2	-2	-2	-2	-2	-2	2	2	2
1482	ZIP_00400	27	m	2	2	2	2	1	0	2	2	2	1	2	1	1	-1	1	2
1483	ZIP_00100	42	m	2	2	2	2	4	3	2	2	2	2	-2	-2	2	2	2	2
1484	ZIP_02160	30	m	2	2	2	2	0	0	2	2	2	-2	-2	2	2	2	2	2
1485	ZIP_53850	27	m	2	2	2	2	4	3	2	2	2	2	2	2	2	2	-2	-2
1486	ZIP_00100	120	x	2	2	2	2	4	4	2	2	2	2	2	2	2	2	2	2
1487	ZIP_00730	62	m	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1488	ZIP_02630	24	m	-2	-2	-2	-2	2	1	-2	-2	-2	-2	1	-1	-2	1	-2	1
1489	ZIP_00100	18	n	-2	-2	-2	-2	3	0	-2	-2	1	-2	-2	-2	-2	2	-2	-2
1490	ZIP_00089	42	m	-2	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1491	ZIP_00930	21	m	1	2	2	2	2	1	2	-1	2	2	2	2	1	2	-1	-2
1492	ZIP_02940	19	m	1	1	1	-2	1	1	1	1	1	1	2	1	1	1	0	-1
1493	ZIP_00700	50	m	-2	2	-2	-2	4	4	-2	-2	-1	-1	-2	-1	-2	2	-1	-2
1494	ZIP_06880	63	m	-2	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	0	-2	-2
1495	ZIP_00220	33	m	2	2	2	1	3	1	2	2	2	2	2	2	2	-1	2	-1
1496	ZIP_00600	24	m	2	2	-1	-2	4	2	1	1	1	-1	2	-1	-2	2	-1	1
1497	ZIP_00100	24	m	1	1	1	-2	4	1	1	-1	2	2	1	-1	-2	2	-2	-2
1498	ZIP_00520	22	m	2	2	1	1	2	1	1	2	2	2	2	1	1	1	1	2
1499	ZIP_01450	27	m	2	2	2	-1	1	0	2	2	2	2	2	-1	-2	0	-1	2
1500	ZIP_00380	32	n	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	-1
1501	ZIP_00250	27	m	2	2	2	1	2	1	1	1	2	2	2	1	1	-1	-1	-1
1502	ZIP_00100	41	m	2	2	2	2	0	0	2	2	2	-2	-2	2	2	2	-2	-2
1503	ZIP_20100	36	m	2	2	2	2	1	0	2	2	2	2	2	2	2	1	2	2
1504	ZIP_00100	40	m	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2
1505	ZIP_00320	35	m	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	-1
1506	ZIP_00200	67	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	1
1507	ZIP_00210	26	n	1	-1	1	-1	4	0	0	-1	0	0	1	-1	-2	-1	-2	-2
1508	ZIP_00910	28	m	2	2	2	2	3	1	2	2	2	1	2	2	2	2	1	0
1509	ZIP_00840	50	m	-2	-2	-2	-2	4	2	-2	-2	-2	-1	-1	-2	-2	-2	-2	-2
1510	ZIP_00530	22	m	-2	-1	-2	2	4	0	2	2	2	-2	2	2	2	2	-2	-2
1511	ZIP_00160	36	m	-2	2	2	2	4	1	-2	-2	-2	-2	-2	-2	2	2	-2	-2
1512	ZIP_67200	27	m	2	2	2	1	1	0	2	-1	2	2	2	1	2	-1	2	1
1513	ZIP_00120	28	m	2	2	2	2	0	0	2	2	2	-2	-1	-1	1	1	-2	-2
1514	ZIP_00100	32	m	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1515	ZIP_00100	34	m	2	2	2	2	3	2	2	2	2	1	1	2	2	-1	2	2
1516	ZIP_00650	30	m	-2	-2	-1	-2	1	1	0	-1	-1	-2	1	-2	-2	2	-2	-1
1517	ZIP_00320	49	m	2	2	2	-2	1	0	-2	-2	0	-2	0	0	0	0	-1	-1
1518	ZIP_04200	65	m	-2	-2	-2	-2	2	0	-2	-2	-2	-2	-2	-2	-2	0	-2	-2
1519	ZIP_00140	63	m	-2	-2	-2	-2	2	1	-2	-2	-2	-1	-2	-2	-2	0	-2	-2
1520	ZIP_00250	36	m	2	2	1	2	2	1	2	1	1	1	1	1	2	1	2	-2
1521	ZIP_00100	45	m	2	2	2	2	4	4	2	2	-1	-1	-1	-2	-2	2	2	2
1522	ZIP_00861	46	m	2	2	2	2	4	4	2	2	2	1	-2	2	2	2	-2	-2
1523	ZIP_00500	28	m	-2	-2	-2	-2	4	1	-1	-2	-1	-2	-2	-2	-2	2	-2	-2
1524	ZIP_00610	45	m	2	2	2	2	4	4	2	2	2	2	2	2	2	2	2	2
1525	ZIP_00170	30	n	2	2	2	2	4	3	2	2	2	2	2	2	2	1	2	-2
1526	ZIP_02160	54	x	2	2	2	2	3	2	2	2	2	2	2	2	2	-1	2	1
1527	ZIP_00100	28	m	1	1	0	-1	4	0	2	1	2	2	2	1	1	-1	-2	-2
1528	ZIP_00530	56	m	1	2	2	1	3	1	2	2	1	2	-1	-1	-1	1	1	2
1529	ZIP_00300	44	m	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	0	-2	-2
1530	ZIP_00610	43	m	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	-1
1531	ZIP_00130	53	m	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1532	ZIP_33100	44	m	2	2	2	2	0	0	2	2	2	2	2	2	2	0	2	2
1533	ZIP_00630	23	m	2	2	2	1	1	0	0	0	2	2	2	2	2	2	2	-1
1534	ZIP_00790	48	n	2	2	2	1	4	4	1	-1	1	2	-1	-2	-2	2	1	1
1535	ZIP_00100	24	m	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0
1536	ZIP_12345	119	x	0	0	0	-2	0	0	-2	-2	-2	-2	-2	-2	0	2	-2	-2
1537	ZIP_00570	29	n	1	-2	0	-2	4	3	0	0	-2	-2	-1	-2	-2	2	-2	-2
1538	ZIP_00100	28	m	2	2	2	2	4	4	2	2	2	2	2	2	2	-1	2	2
1539	ZIP_00720	24	n	2	1	2	0	2	1	1	1	2	2	2	2	2	2	1	-1
1540	ZIP_00100	36	n	2	2	2	2	4	4	2	2	2	2	2	2	2	-2	2	2
1541	ZIP_04400	35	m	2	2	2	2	0	0	2	2	2	2	-2	-2	-2	2	-2	-2
1542	ZIP_00530	49	m	2	2	2	1	3	2	2	2	2	2	2	1	2	1	1	-1
1543	ZIP_00180	40	m	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1544	ZIP_02300	22	m	1	2	2	1	3	1	1	-1	1	1	1	-1	1	2	2	1
1545	ZIP_00100	30	m	-2	1	-2	-2	2	1	-1	-1	-1	-1	-1	-1	-1	2	-2	-2
1546	ZIP_00170	42	m	-2	-2	-2	2	4	4	-2	-2	-2	2	-2	-2	-2	-2	-2	-2
1547	ZIP_00610	23	m	1	-1	1	-2	2	1	1	-2	1	2	2	-1	-1	2	-1	-1
1548	ZIP_00440	27	m	1	-1	0	-1	2	0	0	0	-1	-1	2	-1	1	0	-1	-2
1549	ZIP_00510	39	m	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1
1550	ZIP_00220	29	m	2	2	2	1	4	2	2	1	2	2	2	2	2	0	1	1
1551	ZIP_00420	22	n	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2
1552	ZIP_00320	43	x	2	2	2	2	0	0	2	2	2	2	2	2	2	2	0	0
1553	ZIP_11111	25	m	2	2	2	2	4	1	2	2	2	2	2	2	2	1	2	1
1554	ZIP_00000	36	m	1	-2	-2	-2	1	1	-1	-2	-1	-2	-2	-2	-2	1	-2	-2
1555	ZIP_00350	26	m	1	1	1	0	2	1	1	0	1	1	2	1	1	1	0	0
1556	ZIP_66666	48	m	0	2	2	2	1	1	2	2	2	2	2	2	2	2	2	-2
1557	ZIP_00130	50	m	-2	1	-2	2	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1558	ZIP_00990	39	m	-2	2	-2	-2	2	1	0	0	0	0	0	0	0	0	-2	-2
1559	ZIP_00240	19	m	2	2	1	-1	0	0	2	2	2	2	2	2	2	-2	2	-1
1560	ZIP_01370	27	m	2	2	2	2	3	0	2	2	2	2	2	2	2	-1	1	2
1561	ZIP_00100	23	n	2	2	2	1	4	3	2	1	2	1	2	1	2	1	2	2
1562	ZIP_00630	37	m	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2
1563	ZIP_00980	44	n	2	-1	-1	-2	4	1	1	1	1	1	-2	-2	-1	2	-2	-2
1564	ZIP_00550	33	n	2	2	2	1	2	0	2	2	2	2	2	2	2	1	1	0
1565	ZIP_00630	53	m	-1	-2	-2	-2	3	1	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2
1566	ZIP_00420	42	m	0	-2	-2	-2	1	1	-2	-2	-2	-1	-1	-2	-2	2	-2	-2
1567	ZIP_02600	28	m	0	-2	-2	-2	1	0	-1	-1	-2	-2	-2	-2	-2	2	-2	-2
1568	ZIP_01820	17	m	1	1	2	1	0	0	2	2	2	2	2	2	2	-1	-2	-1
1569	ZIP_00510	40	m	2	2	2	2	3	3	2	2	2	2	-2	-2	-2	2	2	-2
1570	ZIP_00810	38	m	-2	2	2	1	4	1	1	1	1	2	2	2	2	2	2	1
1571	ZIP_00000	34	m	2	2	2	1	3	4	2	2	2	2	2	2	2	1	-1	1
1572	ZIP_00320	25	m	2	2	2	1	3	1	2	2	2	-1	2	2	2	2	1	1
1573	ZIP_00660	26	m	2	2	2	2	4	2	2	2	2	-1	2	2	2	2	2	2
1574	ZIP_13040	22	m	2	2	2	2	4	4	2	2	2	2	2	2	2	0	2	2
1575	ZIP_00100	43	n	-2	-2	-2	-2	2	0	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1576	ZIP_00530	54	n	2	-1	-1	-2	4	1	1	-1	1	1	1	-1	-2	2	-1	-2
1577	ZIP_00650	52	m	-2	-2	-2	-2	3	0	-1	-2	-2	-2	-2	-2	-2	1	-2	-2
1578	ZIP_00090	28	m	2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1579	ZIP_04250	18	m	2	2	1	-1	3	1	2	-1	2	2	2	1	2	1	1	1
1580	ZIP_00670	67	m	-2	-2	-2	-2	3	0	-2	-2	-1	-2	1	1	-2	2	-2	-2
1581	ZIP_90100	19	m	-1	-2	-2	-2	1	1	-2	-2	-2	-1	1	1	-2	2	-2	-2
1582	ZIP_00140	30	n	2	2	2	2	2	1	2	2	2	2	2	2	2	-1	2	1
1583	ZIP_00440	26	m	2	2	2	2	3	1	2	1	2	2	2	1	1	-1	2	2
1584	ZIP_00720	34	m	2	2	2	2	1	1	1	1	2	2	2	2	2	0	2	1
1585	ZIP_00230	56	n	2	-1	-2	-2	4	2	-2	-2	-1	-2	-2	-2	-2	2	-1	-2
1586	ZIP_00950	74	m	2	2	2	1	3	0	2	2	1	-1	2	-1	-1	1	1	1
1587	ZIP_00180	25	m	2	2	2	2	3	1	1	1	1	1	2	1	-1	1	1	1
1588	ZIP_00150	51	m	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1
1589	ZIP_00950	56	n	1	-2	-2	-2	3	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1590	ZIP_00140	45	n	2	2	2	-1	4	2	2	2	2	2	2	2	2	2	1	1
1591	ZIP_00150	35	m	-2	-2	-2	-2	3	2	-2	-2	-1	-2	-1	-2	-2	2	-2	-2
1592	ZIP_00960	46	n	2	2	2	2	4	2	2	2	2	2	2	2	2	1	2	2
1593	ZIP_00120	21	n	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1594	ZIP_00170	57	m	2	2	2	1	3	1	2	2	2	2	2	2	1	1	2	2
1595	ZIP_00520	65	m	1	1	2	2	3	3	2	2	2	2	2	1	1	1	-1	1
1596	ZIP_00570	26	m	2	2	2	2	4	1	2	2	2	2	-1	-1	1	2	1	1
1597	ZIP_00170	48	m	-2	1	-2	-2	3	1	-1	-2	1	1	1	-1	-2	2	-2	-2
1598	ZIP_00520	38	m	1	-2	-2	-2	3	2	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1599	ZIP_00100	21	m	2	2	2	2	4	3	2	2	2	2	2	2	2	-2	-2	2
1600	ZIP_00250	46	m	-2	-2	-2	-1	3	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1601	ZIP_00130	58	m	2	2	2	1	3	2	2	2	2	1	2	1	1	-1	1	0
1602	ZIP_00320	71	m	-2	2	-2	-2	3	1	-2	-2	1	-2	2	-2	-2	2	-2	-2
1603	ZIP_00140	57	m	-2	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1604	ZIP_00150	67	m	-2	-2	-2	-2	2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2
1605	ZIP_00120	32	m	2	2	2	2	0	0	2	2	-2	-2	-2	2	2	2	2	2
1606	ZIP_00180	60	m	-2	-2	-2	-2	4	4	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1607	ZIP_00950	52	m	-2	-2	-2	-2	2	0	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1608	ZIP_00530	41	m	1	-2	-2	-2	2	1	-1	-1	-1	-1	1	-1	-2	-1	-2	1
1609	ZIP_00180	72	m	-2	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1610	ZIP_00940	22	n	2	1	1	-2	1	0	1	-1	2	2	2	1	-1	2	-2	-2
1611	ZIP_00100	62	m	-2	-1	-2	-2	1	1	-2	-2	-2	-2	-1	-1	-2	2	-2	-2
1612	ZIP_00510	47	m	2	2	2	2	4	4	2	2	2	2	2	2	2	2	2	2
1613	ZIP_00320	57	m	2	2	2	1	3	2	1	1	2	2	2	-1	2	-1	-1	2
1614	ZIP_00610	39	m	2	2	2	2	1	1	2	2	2	2	-1	-1	2	-1	2	1
1615	ZIP_00420	19	m	-1	2	1	2	4	0	2	2	2	2	2	2	2	1	-1	0
1616	ZIP_00170	42	m	2	2	2	1	4	2	1	1	-1	1	2	2	-2	2	2	2
1617	ZIP_13110	63	m	0	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1618	ZIP_00940	59	m	1	1	1	0	2	0	1	1	2	1	2	1	1	1	0	-2
1619	ZIP_00340	43	n	1	1	2	-1	4	3	1	1	-2	-2	1	-1	-2	1	-1	-2
1620	ZIP_00270	33	n	2	1	1	-1	2	1	1	-1	2	2	2	1	-1	2	1	-1
1621	ZIP_04300	31	n	2	2	2	2	3	1	2	2	2	2	2	2	2	-1	2	-1
1622	ZIP_00980	47	n	2	2	2	2	4	1	2	2	2	2	2	2	2	1	2	0
1623	ZIP_00200	37	n	2	2	2	1	4	1	2	1	1	0	2	1	-2	1	1	1
1624	ZIP_00980	53	n	2	2	2	1	2	2	2	2	2	1	1	1	-1	1	1	-1
1625	ZIP_00920	42	m	2	2	2	2	4	1	2	2	2	2	2	2	2	-1	2	2
1626	ZIP_00200	37	m	2	2	2	1	4	0	2	2	1	2	2	1	-2	1	-2	-2
1627	ZIP_00810	26	n	1	1	2	-1	4	1	1	2	1	-1	-2	-2	-2	2	2	0
1628	ZIP_00150	70	x	0	-2	-2	-2	4	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1629	ZIP_00100	35	n	2	2	2	2	4	3	2	1	2	2	2	2	2	-1	2	1
1630	ZIP_00610	32	m	2	2	2	2	4	1	2	2	2	2	2	-1	-2	2	2	-1
1631	ZIP_00680	51	n	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	2	-2	-2
1632	ZIP_00690	42	m	2	2	2	2	3	1	2	2	2	2	1	1	1	-1	-1	2
1633	ZIP_00180	31	m	2	2	2	1	2	3	2	2	2	2	2	2	2	1	2	2
1634	ZIP_00170	40	m	2	2	2	2	4	3	2	2	2	2	2	2	2	1	2	2
1635	ZIP_03100	38	m	2	2	2	2	1	1	2	2	2	2	2	2	2	-1	-1	-1
1636	ZIP_02300	29	m	-1	2	2	2	1	1	2	2	2	2	2	2	2	-2	2	2
1637	ZIP_00200	45	m	0	1	0	-2	4	1	0	-1	0	0	-2	-2	-2	2	0	0
1638	ZIP_00210	37	n	2	2	2	1	4	1	1	1	1	2	2	-1	-2	1	1	-1
1639	ZIP_00660	41	n	1	1	1	-1	1	0	2	2	2	2	2	2	2	1	-1	-1
1640	ZIP_00560	33	n	2	2	2	1	4	3	2	1	2	2	1	-2	-2	0	2	0
1641	ZIP_00850	52	n	-1	-1	-1	-2	4	4	-2	-2	1	-1	-2	-2	-2	2	-1	-2
1642	ZIP_33100	36	m	2	2	2	1	1	1	2	1	2	2	2	2	2	-1	1	-1
1643	ZIP_00530	44	m	2	-2	-2	-2	4	3	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1644	ZIP_00140	35	m	2	2	2	2	4	3	2	2	2	2	2	-1	1	2	1	1
1645	ZIP_00510	64	m	-2	-2	-2	-2	4	4	-2	-2	-1	-1	-2	-2	-2	2	-2	-2
1646	ZIP_04410	54	m	-2	-2	-2	-2	2	2	-2	2	2	2	2	2	2	2	-2	-2
1647	ZIP_00150	41	m	-2	-2	-2	-2	3	2	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1648	ZIP_00530	36	n	2	1	2	-2	1	0	2	1	1	2	2	1	-2	0	2	-2
1649	ZIP_00530	39	m	2	2	2	2	1	1	2	2	2	2	2	2	2	2	-2	-2
1650	ZIP_00140	38	n	2	2	2	2	4	3	2	2	2	2	2	2	1	2	2	1
1651	ZIP_00430	59	m	2	1	1	-1	2	2	1	-1	1	-1	1	-2	-2	2	1	-1
1652	ZIP_00380	37	n	2	2	2	2	2	0	2	1	2	2	2	2	1	1	2	0
1653	ZIP_00560	28	n	2	2	2	1	4	1	2	2	2	2	2	2	1	-1	2	2
1654	ZIP_00200	35	n	2	2	2	2	4	2	2	2	2	2	1	1	-1	1	2	0
1655	ZIP_00870	29	m	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2
1656	ZIP_00150	70	n	2	2	2	2	4	3	2	2	2	1	1	1	1	2	2	1
1657	ZIP_00520	70	n	2	1	1	1	2	1	2	1	0	0	1	0	-1	1	1	1
1658	ZIP_00260	46	m	-2	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	2	-2	-2
1659	ZIP_00100	25	m	2	2	2	2	4	1	2	2	2	2	2	2	2	0	2	2
